0,1,2,3
4.0,0.93790925,0.0830552,0.9656929
8.0,0.67739975,0.24343619,0.0515244
5.0,0.05239317,0.67839515,0.97359926
8.0,0.52985674,0.3595126,0.07112154
3.0,0.08633375,0.51317775,0.038911283
4.0,0.7544517,0.21543583,0.8688445
8.0,0.60401464,0.37287724,0.16215199
6.0,0.8739118,0.85385966,0.94299394
2.0,0.9502363,0.89973474,0.04312238
9.0,0.19739869,0.036733,0.9618789
5.0,0.054453284,0.59567916,0.9737797
2.0,0.84278476,0.8085506,0.029827327
8.0,0.4791065,0.45691398,0.19362837
8.0,0.5878857,0.26308668,0.100877225
1.0,0.94612586,0.035216928,0.3213265
6.0,0.7065536,0.9689182,0.8826883
6.0,0.9927948,0.9372523,0.91258705
6.0,0.4410029,0.77699924,0.7536611
5.0,0.09035003,0.76735437,0.94338334
9.0,0.1743187,0.17786941,0.84657896
1.0,0.98556834,0.066447854,0.2893425
2.0,0.83951354,0.81472,0.027089328
4.0,0.9645066,0.0803127,0.98391104
1.0,0.98234034,0.0294227,0.38500515
1.0,0.96945965,0.0144329965,0.3584289
3.0,0.043887407,0.6747814,0.12677315
2.0,0.5020562,0.5705713,0.3941854
6.0,0.97590554,0.6735602,0.7891677
0.0,0.47227213,0.97767377,0.38169563
4.0,0.9595394,0.03794101,0.9904809
1.0,0.94689804,0.025619268,0.36849543
1.0,0.97389805,0.026406705,0.37685072
6.0,0.9242375,0.8875053,0.6926646
1.0,0.93328905,0.020589232,0.33707938
0.0,0.18323326,0.98412645,0.30850565
1.0,0.9780779,0.15140697,0.3298812
2.0,0.8207048,0.79351234,0.019729584
7.0,0.14160147,0.16665158,0.07780662
7.0,0.05012077,0.006757468,0.049301088
2.0,0.9464234,0.80819005,0.01896581
9.0,0.16434261,0.14069095,0.7133075
6.0,0.9962776,0.94489187,0.95562315
1.0,0.9559342,0.06360623,0.5099999
0.0,0.21656686,0.9909097,0.2529636
4.0,0.8673213,0.087320715,0.96461046
7.0,0.10131344,0.15841657,0.3049599
2.0,0.8594619,0.8334166,0.0077061355
3.0,0.021985352,0.5864707,0.019491792
4.0,0.79936695,0.2409637,0.92582566
3.0,0.072984695,0.51033837,0.08878732
0.0,0.23448989,0.9598658,0.2551971
7.0,0.052099347,0.02020374,0.06930983
9.0,0.15051487,0.08034006,0.9340228
5.0,0.09394729,0.7193432,0.9335673
9.0,0.12506029,0.07842031,0.9425761
9.0,0.09597525,0.042481005,0.96677166
1.0,0.6214459,0.70968455,0.02135098
8.0,0.70503783,0.27811015,0.038794696
5.0,0.058846295,0.7577268,0.8696924
0.0,0.26576373,0.9849229,0.23040462
5.0,0.14667532,0.8275856,0.95779335
2.0,0.81157315,0.74663115,0.07869497
4.0,0.9735308,0.02149862,0.994995
5.0,0.076042086,0.7986821,0.9881941
0.0,0.16755658,0.98332053,0.13746375
3.0,0.42752203,0.39216745,0.16778335
3.0,0.010364711,0.66407925,0.044614196
5.0,0.1407913,0.5624925,0.8614855
9.0,0.07029495,0.062339008,0.94145954
9.0,0.1372458,0.20290837,0.73501694
9.0,0.29590493,0.1843709,0.72444344
7.0,0.05046642,0.0144688785,0.1181044
7.0,0.021065354,0.006223947,0.05842322
5.0,0.07247791,0.716058,0.934986
5.0,0.063620776,0.6219772,0.7449349
3.0,0.07428107,0.5856021,0.16644272
9.0,0.1117478,0.072947055,0.8964624
4.0,0.94212276,0.3369776,0.9253253
3.0,0.30901867,0.49662533,0.14176303
4.0,0.98266923,0.023910463,0.9825381
2.0,0.94536144,0.8540222,0.007920891
0.0,0.290275,0.9951823,0.21996304
5.0,0.06757635,0.84198374,0.9190578
1.0,0.9760743,0.020538509,0.29367793
3.0,0.025360644,0.55155665,0.034973025
8.0,0.9482625,0.4903721,0.2897222
7.0,0.034498125,0.0023949742,0.029877514
