0,1,2,3
9.0,0.48782817,0.16283882,0.6058472
2.0,0.33722097,0.9934126,0.78019994
9.0,0.5953562,0.020546287,0.8950044
3.0,0.026835471,0.061428666,0.10795212
0.0,0.41559964,0.4568085,0.047050416
0.0,0.016019195,0.9760848,0.00674209
2.0,0.22032872,0.9670607,0.78389645
0.0,0.027933925,0.9516954,0.018055648
5.0,0.4477859,0.031129897,0.069443196
1.0,0.97719353,0.009395957,0.097257316
9.0,0.5403545,0.060104877,0.9534797
7.0,0.0140374005,0.3262952,0.67505026
4.0,0.9109745,0.028963983,0.9920391
8.0,0.69771516,0.07182574,0.045897186
8.0,0.68062437,0.24504083,0.041062593
7.0,0.01365146,0.016319185,0.982705
5.0,0.27336374,0.008178443,0.0060017407
7.0,0.17817348,0.004919648,0.82851017
2.0,0.44509098,0.9899993,0.63156146
3.0,0.019081652,0.05080968,0.016357481
1.0,0.9933072,0.015382677,0.057544798
2.0,0.4217196,0.98618317,0.23542973
7.0,0.015515,0.040115744,0.99821144
2.0,0.5726905,0.9782261,0.6675484
6.0,0.99019206,0.91920847,0.0033443272
8.0,0.66257095,0.027742803,0.026702374
3.0,0.015596479,0.013965607,0.004806876
3.0,0.0767822,0.03699845,0.15931574
0.0,0.0046627223,0.98697656,0.010411561
8.0,0.6629965,0.1350961,0.011431336
3.0,0.0624564,0.025150806,0.032922566
1.0,0.9855763,0.014584184,0.15653631
0.0,0.013998598,0.96639824,0.0010846853
7.0,0.058282197,0.057680935,0.98805356
3.0,0.023365527,0.030789971,0.0036185384
0.0,0.092268705,0.95677924,0.018389255
7.0,0.06546751,0.0063292384,0.9965989
7.0,0.0138677955,0.05844435,0.98501223
8.0,0.68462074,0.035502195,0.012628108
5.0,0.42228958,0.05484131,0.027068287
6.0,0.9955145,0.9811001,0.029717982
7.0,0.07283321,0.067035645,0.9784801
9.0,0.4925249,0.0042919815,0.9503795
7.0,0.048322678,0.19554469,0.9874438
0.0,0.037939996,0.9775355,0.0054068565
0.0,0.02200064,0.9915304,0.0012145936
6.0,0.995026,0.9133632,0.17973942
7.0,0.33390415,0.034504503,0.74398005
3.0,0.05457127,0.012912273,0.008265138
9.0,0.554358,0.029545218,0.9694525
5.0,0.34475338,0.010736793,0.024878532
7.0,0.15937462,0.023145288,0.7857006
1.0,0.94965327,0.013308287,0.1114589
5.0,0.25037956,0.17146558,0.15300444
7.0,0.013119876,0.005970031,0.9983499
1.0,0.9807697,0.028594017,0.18579406
4.0,0.9961959,0.41718382,0.98469114
1.0,0.9843743,0.015028,0.08213192
8.0,0.6659255,0.028761327,0.046129316
3.0,0.23220405,0.021564871,0.082294285
8.0,0.615789,0.09997475,0.0143530965
8.0,0.5534228,0.25451857,0.041729957
0.0,0.16242206,0.7510281,0.09547168
3.0,0.014373213,0.016526401,0.005225092
9.0,0.5016927,0.12056446,0.88572407
7.0,0.018976688,0.054812282,0.99509114
5.0,0.363329,0.02955699,0.014030367
0.0,0.073803425,0.9083953,0.055976093
2.0,0.32307777,0.9876481,0.7642632
9.0,0.63499093,0.005626321,0.98211485
1.0,0.4876326,0.7007101,0.28670487
3.0,0.12379143,0.04242009,0.021456838
0.0,0.045235038,0.95048195,0.019932806
3.0,0.046752155,0.11140594,0.019239962
3.0,0.04197845,0.049831927,0.047066778
8.0,0.6919821,0.012934923,0.015049815
0.0,0.12788832,0.8712045,0.028214574
7.0,0.14076495,0.22399959,0.9627975
9.0,0.5591764,0.0020641685,0.9144275
8.0,0.69149756,0.049241304,0.17901972
5.0,0.35117862,0.008602053,0.011345446
2.0,0.47030693,0.97268546,0.5201448
2.0,0.41085696,0.99281347,0.4765184
5.0,0.382629,0.010063648,0.013174772
2.0,0.3625641,0.99548554,0.68363553
3.0,0.13878268,0.0035738647,0.040932655
7.0,0.015235692,0.055356354,0.9978688
4.0,0.98848414,0.1500946,0.9849537
6.0,0.8897518,0.9108646,0.03399375
4.0,0.93696773,0.011757433,0.9897505
5.0,0.32406193,0.0020666718,0.0024689436
6.0,0.99474823,0.97262406,0.017131716
8.0,0.68711096,0.10580999,0.028332442
6.0,0.7925289,0.7717282,0.20108038
8.0,0.7266553,0.017006606,0.015840083
9.0,0.7470711,0.017794967,0.97053766
3.0,0.028826028,0.053900868,0.070533246
8.0,0.50386375,0.25924408,0.165337
8.0,0.4807852,0.26722467,0.043343097
2.0,0.28171358,0.77554595,0.771202
9.0,0.5852067,0.01771453,0.9502138
4.0,0.6393401,0.4297756,0.8755677
3.0,0.14470482,0.023061126,0.3137946
1.0,0.8851261,0.13981843,0.25650805
8.0,0.6819769,0.21860322,0.032315314
3.0,0.06175086,0.032136917,0.3299018
4.0,0.9467469,0.48431498,0.95957303
4.0,0.9919335,0.2636554,0.98055077
9.0,0.40600637,0.00997138,0.73965406
3.0,0.022778034,0.02071029,0.0061891973
6.0,0.9455204,0.9081663,0.012644023
7.0,0.029860616,0.040949583,0.99392164
5.0,0.2728793,0.0077190697,0.008977145
0.0,0.022521853,0.98651564,0.0030280054
8.0,0.730824,0.013427377,0.069561094
8.0,0.65877235,0.1835736,0.0479891
1.0,0.8405118,0.101165205,0.21490929
3.0,0.029269665,0.19486141,0.060042053
8.0,0.55860215,0.037321955,0.0044779778
3.0,0.07609436,0.2910563,0.052395195
3.0,0.038912654,0.029047906,0.04586193
6.0,0.9975119,0.96894324,0.009393901
3.0,0.043752074,0.21633315,0.04253596
4.0,0.97397506,0.31166458,0.9800264
1.0,0.97128356,0.027427226,0.15869659
4.0,0.94306755,0.20572743,0.94866824
1.0,0.9541037,0.020365477,0.17169207
9.0,0.7441778,0.0115279555,0.9607261
7.0,0.056704015,0.15539524,0.95029986
9.0,0.47256798,0.05962634,0.81732297
8.0,0.668957,0.045651346,0.036094666
3.0,0.04208669,0.1369681,0.0065532327
4.0,0.9754034,0.18338561,0.9681195
1.0,0.96797323,0.0189057,0.23545277
8.0,0.69763565,0.045395494,0.0045917034
9.0,0.5235954,0.01870206,0.929886
4.0,0.6759598,0.091379166,0.8948355
3.0,0.06634608,0.09530157,0.17894992
7.0,0.007661581,0.008051842,0.9986297
9.0,0.6217047,0.000939548,0.96822155
6.0,0.99522537,0.985996,0.007523805
6.0,0.98246133,0.9007586,0.012584388
8.0,0.6026815,0.15005374,0.30075467
5.0,0.35299048,0.025174975,0.021503448
7.0,0.017413318,0.015306026,0.9972513
6.0,0.98443395,0.9895303,0.0930351
5.0,0.32266837,0.0054998994,0.015258521
5.0,0.32212847,0.03132212,0.004280627
9.0,0.54711145,0.00821802,0.9759664
9.0,0.48950696,0.004692167,0.91636926
5.0,0.36151886,0.046480358,0.0651457
2.0,0.50725764,0.97850347,0.7819748
1.0,0.9733821,0.048917234,0.07116845
3.0,0.039474845,0.021321237,0.013127029
3.0,0.06980601,0.023108065,0.03332123
9.0,0.60280406,0.0020380616,0.9720509
6.0,0.8762482,0.63292253,0.011873752
0.0,0.05447218,0.97861683,0.004133731
2.0,0.38650864,0.91745615,0.50792575
6.0,0.67606837,0.74224436,0.06369147
1.0,0.9624133,0.042288512,0.12355143
5.0,0.41478938,0.018037975,0.0036545396
1.0,0.9666433,0.03456208,0.20480159
0.0,0.19199878,0.7749293,0.1446521
7.0,0.019737005,0.055268347,0.99678326
4.0,0.9765202,0.546631,0.6350207
9.0,0.55809623,0.04419923,0.97525346
4.0,0.980795,0.047689885,0.9906643
3.0,0.03018415,0.0351471,0.011990905
8.0,0.7801095,0.03460744,0.03234297
7.0,0.01761648,0.0104674995,0.9924897
1.0,0.98006046,0.018849403,0.07377198
6.0,0.77803063,0.86545324,0.008363336
6.0,0.9498296,0.9343957,0.0038023293
6.0,0.98859584,0.94882303,0.020267665
0.0,0.047898978,0.88335454,0.02513659
2.0,0.29323655,0.9978728,0.9499967
3.0,0.15312406,0.0094920695,0.00955525
4.0,0.9457765,0.019487053,0.9251637
3.0,0.13632971,0.018096328,0.0048208535
8.0,0.5128605,0.30964053,0.20197001
8.0,0.6879639,0.034218818,0.020510465
4.0,0.91597456,0.07049057,0.93434614
3.0,0.044061303,0.12913027,0.023999691
0.0,0.036030322,0.92553025,0.02286753
3.0,0.019206047,0.012789696,0.012070179
7.0,0.07440665,0.03922251,0.96742344
1.0,0.9893261,0.040676534,0.03603679
8.0,0.6405672,0.045592844,0.19717401
5.0,0.4826834,0.031358063,0.07808843
1.0,0.9727577,0.11837894,0.20600864
8.0,0.66783834,0.043495417,0.02109775
1.0,0.99378204,0.072178274,0.0146127045
4.0,0.9794779,0.43316516,0.98609704
1.0,0.9737305,0.011146784,0.07950044
1.0,0.9361959,0.041894674,0.098240554
7.0,0.028906941,0.100515544,0.9961029
3.0,0.04969883,0.058956146,0.008790493
6.0,0.921105,0.9480504,0.13100818
7.0,0.006377071,0.03239101,0.99816895
3.0,0.038191736,0.01974386,0.0132268965
9.0,0.6000869,0.001109153,0.9864384
5.0,0.3386973,0.005468726,0.046620667
4.0,0.9858135,0.3057204,0.9893067
9.0,0.49089685,0.109135985,0.86619246
6.0,0.9709332,0.94774777,0.26871562
8.0,0.75519454,0.026334494,0.04497692
1.0,0.9724397,0.01878187,0.16826642
8.0,0.67022514,0.05572191,0.07681158
1.0,0.9632178,0.020771831,0.06590462
5.0,0.4216106,0.10013527,0.027715862
1.0,0.9693879,0.016442597,0.115211934
2.0,0.3422166,0.92719066,0.7827436
3.0,0.026931107,0.03276807,0.006909907
3.0,0.06374174,0.041883647,0.017411947
1.0,0.9929966,0.01388371,0.061968118
3.0,0.02410841,0.06310296,0.017810732
5.0,0.15847045,0.00454545,0.0117815435
1.0,0.9835795,0.07607883,0.16101953
0.0,0.08388242,0.8861342,0.03879434
6.0,0.872155,0.9136543,0.0640164
8.0,0.3890047,0.1503742,0.01402396
3.0,0.08465201,0.076669306,0.008010685
2.0,0.2571963,0.9882529,0.83526665
2.0,0.34302017,0.929535,0.67236465
7.0,0.15694505,0.49010283,0.8432937
6.0,0.975333,0.9135927,0.010909498
6.0,0.99438816,0.9740714,0.01069507
7.0,0.38673937,0.2530588,0.53887194
2.0,0.08332065,0.680192,0.72953796
0.0,0.0058680773,0.9931707,0.0016323328
7.0,0.12781751,0.16863999,0.86992824
3.0,0.10918778,0.3972091,0.0790644
0.0,0.014922351,0.99222505,0.0019941926
3.0,0.02159357,0.023660272,0.004576862
8.0,0.61003345,0.066943526,0.08419046
4.0,0.98933816,0.09897363,0.9795257
5.0,0.25595117,0.0047678947,0.009626955
5.0,0.5986149,0.0326176,0.002686888
3.0,0.12453449,0.051680714,0.018314183
8.0,0.55163264,0.12798372,0.10070032
7.0,0.05140528,0.05232635,0.9270888
7.0,0.06698057,0.024176389,0.98159313
4.0,0.9094549,0.019616455,0.9648251
3.0,0.020513803,0.02781105,0.005567521
1.0,0.9901825,0.046863765,0.051678926
0.0,0.051160574,0.98389786,0.0015823543
7.0,0.035159856,0.023777425,0.9879352
5.0,0.35885572,0.0131444335,0.0023547113
4.0,0.9631507,0.2425288,0.97287583
6.0,0.978175,0.95280695,0.0331302
1.0,0.99352884,0.02610439,0.069021225
7.0,0.08570075,0.3968773,0.9594288
6.0,0.9034126,0.94543815,0.013889015
7.0,0.09136516,0.031307817,0.9411574
6.0,0.9718177,0.91835123,0.013368577
1.0,0.9832039,0.11496243,0.08580604
6.0,0.99898326,0.9849267,0.00486061
8.0,0.5787404,0.15863568,0.16646934
2.0,0.22731906,0.9869944,0.90594935
9.0,0.57699347,0.017175138,0.975504
0.0,0.20934847,0.8470402,0.05668825
2.0,0.38125896,0.7152921,0.34951448
2.0,0.3119539,0.9939137,0.7080283
2.0,0.17267507,0.9274749,0.7222292
3.0,0.07204488,0.09487322,0.2686273
3.0,0.08862606,0.037651896,0.30280426
0.0,0.043150276,0.9882723,0.002346933
8.0,0.72234476,0.06272346,0.010407418
8.0,0.3619492,0.40458843,0.011867285
4.0,0.9829676,0.0034622848,0.9832245
4.0,0.98219204,0.02600053,0.9199207
5.0,0.38805977,0.031237513,0.022210002
1.0,0.97379065,0.02297005,0.13652068
8.0,0.6648768,0.106585205,0.03810829
1.0,0.9761703,0.0932796,0.07962251
9.0,0.5370505,0.0078552365,0.917742
9.0,0.57819825,0.07405284,0.8607182
0.0,0.20619977,0.50272906,0.29284292
8.0,0.7306087,0.057125658,0.016526222
5.0,0.27555594,0.0071294606,0.0056898296
9.0,0.6098101,0.005485922,0.9728422
5.0,0.24392727,0.013642639,0.011067241
7.0,0.05518219,0.04221663,0.92728424
3.0,0.034529,0.017989784,0.013367206
5.0,0.348404,0.03322491,0.0034425259
7.0,0.04224953,0.019937068,0.9840343
0.0,0.0060170293,0.9835789,0.0034006536
5.0,0.38122952,0.07905039,0.09581059
8.0,0.6408933,0.040777415,0.13450211
6.0,0.9307827,0.9188428,0.04961288
4.0,0.6168415,0.10129067,0.9360595
9.0,0.2686126,0.013892353,0.8013296
7.0,0.019719243,0.044620246,0.995893
2.0,0.49803314,0.85385954,0.07494509
4.0,0.99485683,0.0765118,0.97783893
9.0,0.5716281,0.013287902,0.9835146
0.0,0.024231225,0.97050476,0.037225544
2.0,0.33492494,0.9727313,0.29240653
3.0,0.2677288,0.03808418,0.11789423
2.0,0.36171395,0.99841404,0.7033907
1.0,0.99291646,0.051734895,0.02683273
3.0,0.02536115,0.027171463,0.002875924
3.0,0.1557706,0.022884935,0.043403566
8.0,0.4028446,0.3393762,0.059353977
3.0,0.06368527,0.012982547,0.009796232
1.0,0.9472555,0.038629353,0.19484976
2.0,0.24335814,0.86716515,0.547941
1.0,0.948274,0.048823148,0.19735622
1.0,0.89899975,0.032517612,0.47561657
9.0,0.45609543,0.016645253,0.91452736
7.0,0.03048563,0.020898342,0.99301434
9.0,0.58950305,0.013505012,0.9435809
3.0,0.054071248,0.017189324,0.019670337
2.0,0.37973243,0.9873271,0.75284445
1.0,0.88420665,0.00952661,0.23647219
5.0,0.22564906,0.0042181313,0.002238661
5.0,0.32103395,0.008520365,0.021674305
3.0,0.08764717,0.1269247,0.19910988
4.0,0.90813947,0.20771497,0.9480965
2.0,0.4351955,0.79726416,0.5054533
6.0,0.98935926,0.91310334,0.01623556
5.0,0.13098902,0.099858075,0.13854727
0.0,0.043437272,0.9776671,0.01688543
7.0,0.03668326,0.030632615,0.9772475
4.0,0.992399,0.17935467,0.9615489
0.0,0.0158993,0.98818827,0.0023030043
9.0,0.5411742,0.020404607,0.92535996
5.0,0.2046448,0.006699264,0.005337417
1.0,0.75703144,0.06113437,0.17332384
0.0,0.00625363,0.98522425,0.022678107
9.0,0.50365186,0.0036878586,0.9748609
5.0,0.28326252,0.00581491,0.0074813366
5.0,0.24959877,0.009356827,0.00777176
7.0,0.042205453,0.0094022155,0.9886094
2.0,0.3003465,0.921304,0.4111169
5.0,0.20095211,0.01123634,0.00837633
9.0,0.58078575,0.025827557,0.95930374
4.0,0.91088206,0.39784995,0.86361295
0.0,0.016886711,0.97536856,0.01780051
4.0,0.8073982,0.15524834,0.96425027
7.0,0.010754406,0.33285064,0.96981716
1.0,0.97753966,0.034190685,0.034988105
7.0,0.01376757,0.17979866,0.99508786
7.0,0.09582719,0.0052114427,0.9711576
6.0,0.9652568,0.84643364,0.014009863
6.0,0.9974834,0.9734986,0.016036808
3.0,0.023843497,0.013618529,0.0077706873
8.0,0.57813686,0.32332417,0.018078357
7.0,0.010528326,0.06262928,0.99532366
0.0,0.180904,0.8330548,0.006603718
5.0,0.17497781,0.08148816,0.106918156
9.0,0.627995,0.0018616021,0.9706801
6.0,0.9977619,0.9884448,0.0024337173
5.0,0.25738218,0.008051574,0.013529003
2.0,0.42546794,0.9492721,0.4062358
0.0,0.011071891,0.9920621,0.00052139163
2.0,0.27244794,0.98622835,0.640983
7.0,0.06184891,0.014348716,0.9457532
4.0,0.95637435,0.18190616,0.93682307
9.0,0.51496875,0.0023808777,0.97183776
0.0,0.10238999,0.9087938,0.025926203
4.0,0.9676743,0.10234225,0.94415975
3.0,0.017742038,0.20550993,0.02878809
8.0,0.5847975,0.058287114,0.08550942
1.0,0.9495996,0.042106003,0.22444624
8.0,0.66498387,0.027050436,0.0053567886
3.0,0.092640996,0.04479006,0.014563829
9.0,0.5200028,0.0148483515,0.9230279
9.0,0.46453422,0.14011237,0.88030404
5.0,0.09524387,0.006455809,0.004343778
5.0,0.24644539,0.0093951225,0.042952836
7.0,0.28653628,0.009419173,0.9208818
8.0,0.65029085,0.044287175,0.04114732
6.0,0.99103105,0.9442872,0.005085647
3.0,0.09602192,0.063838035,0.13902521
7.0,0.04400137,0.05121705,0.9952488
1.0,0.8844485,0.10807192,0.34970754
7.0,0.01933518,0.029202819,0.9964853
2.0,0.2901218,0.87426925,0.44847217
5.0,0.20587587,0.0071359277,0.034113318
9.0,0.47995037,0.0028704405,0.9365685
8.0,0.7628537,0.07339162,0.027163386
9.0,0.53513306,0.023673117,0.946375
4.0,0.9888447,0.17355013,0.99435234
2.0,0.2683981,0.9703593,0.8042414
1.0,0.9918494,0.016049266,0.078134865
3.0,0.043667525,0.03540927,0.0065234303
8.0,0.65313184,0.045383304,0.1021353
1.0,0.9507356,0.009244829,0.15677053
1.0,0.9937596,0.035550922,0.07527307
3.0,0.02545178,0.027421743,0.006840527
8.0,0.59961957,0.53754276,0.29602814
3.0,0.04975763,0.16047898,0.20754492
