0,1,2,3
9.0,0.27827057,0.42021966,0.68231165
8.0,0.40320766,0.4805528,0.21366167
0.0,0.64764345,0.6117659,0.2033073
3.0,0.2724674,0.29667047,0.38286656
2.0,0.685289,0.09408641,0.09997189
1.0,0.9343966,0.16194895,0.861385
6.0,0.8138281,0.8206353,0.72309804
2.0,0.7110591,0.109143615,0.14468482
1.0,0.860297,0.17338791,0.81163514
6.0,0.7863698,0.8697375,0.7697363
9.0,0.17650774,0.51482636,0.7144793
1.0,0.79722214,0.14487603,0.8071495
3.0,0.18633479,0.23227763,0.26325822
3.0,0.07700044,0.20033386,0.2962923
8.0,0.39076763,0.4808868,0.1015704
4.0,0.38547534,0.3917483,0.91745704
6.0,0.59032553,0.7205124,0.5391325
1.0,0.879773,0.1676774,0.84734917
8.0,0.36776203,0.48628816,0.3966778
5.0,0.17848378,0.8311805,0.5179905
1.0,0.84315073,0.29696327,0.72166187
7.0,0.27666953,0.040330112,0.50255144
0.0,0.75128424,0.7393155,0.1913571
9.0,0.20371729,0.43192527,0.7648028
7.0,0.24547613,0.08882439,0.67655736
6.0,0.9085999,0.8999095,0.83467627
3.0,0.4157781,0.22893018,0.52479345
4.0,0.7923762,0.5897761,0.95421135
8.0,0.36972648,0.4964946,0.23419794
4.0,0.38709524,0.49275967,0.6317738
0.0,0.8682363,0.8112736,0.11275455
9.0,0.25255567,0.46850327,0.68160367
3.0,0.22405651,0.20776126,0.27018282
5.0,0.1374712,0.83204406,0.37705702
3.0,0.22768548,0.41366276,0.3948847
5.0,0.09003669,0.79662114,0.4359767
7.0,0.31546032,0.094789535,0.5385581
0.0,0.84415233,0.7768371,0.21377131
1.0,0.86087906,0.13096058,0.8521315
8.0,0.34873587,0.45341507,0.27605575
1.0,0.82602674,0.17038062,0.73358554
6.0,0.85663354,0.78300834,0.74963266
1.0,0.8269112,0.10599047,0.8981555
3.0,0.26165164,0.29532486,0.3310737
8.0,0.4040246,0.45777333,0.21156925
6.0,0.7695998,0.8588699,0.76011866
2.0,0.81361794,0.14294085,0.1695202
9.0,0.13559458,0.459276,0.794479
7.0,0.18417263,0.019126624,0.70666605
1.0,0.86850834,0.14502665,0.8425714
6.0,0.82879984,0.8215338,0.71318024
0.0,0.87481797,0.78474206,0.13033453
2.0,0.6884504,0.25909412,0.32054102
7.0,0.23312134,0.050430804,0.7005816
7.0,0.18061128,0.03681174,0.8071424
4.0,0.42690206,0.51860505,0.9031743
